#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B0DF82
#Date Time: 2022-02-12 15:34:25.467
#Start: 5 Hz
#Stop: 20000 Hz
#Steps: 100
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.47342 V
#Offset: 0.000108034 V
#Relative: no
#Channel: Channel 2
#Range: 5.42549 V
#Offset: 0.000198727 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (V),Channel 2 Magnitude (V)
5.000000000000004,0.0001287932125188961,28796.11951448911
5.436938852923626,0.0001547479552816062,24203.50441659681
5.912060818086104,0.0001393774666257127,27106.82995987417
6.428702632539951,0.0001247458945326355,30516.29536773543
6.990492623349781,0.000133731273031929,28654.84113369996
7.601376188993281,0.0001143526684734522,33702.79791269419
8.265643507525223,8.584088249727735e-05,45122.72097653541
8.987959666095962,0.0001012989518156627,38403.00344472059
9.773397423421514,0.0001571501643795892,24847.03399889987
10.62747283529283,0.0001437538635047221,27252.09354192296
11.55618399331879,7.847520158245144e-05,50063.2434093147
12.56605314896183,5.907011408028593e-05,66673.19987917104
13.66417251869876,0.0001278691135538233,30866.2325749814
14.8582540919929,0.000140375776548191,28167.27748758769
16.15668379187356,0.0001004196278938557,39435.31248610988
17.56858036848774,0.0001240490873118307,31968.30781134934
19.10385943922848,0.0001195007650158266,33224.36221019214
20.7733031251866,7.157550321441648e-05,55525.59151749033
22.58863577297738,0.0001143616957506452,34782.11328408499
24.56260629372825,0.00011152065464527,35695.71371904454
26.70907769748748,0.0001351016541070164,29485.29696402352
29.04312445184516,8.640961016350927e-05,46126.27298455731
31.58113834850661,9.177785331432966e-05,43448.00999888324
34.34094362131039,0.0001142194077133703,34925.99176394609
37.34192212415245,0.0001095888157427175,36414.65078419036
40.60514944793059,0.0001222393390299607,32655.98784305546
44.15354293244483,0.0001088071192333759,36696.8824473597
48.01202261272811,0.0001147364296699376,34808.85530296017
52.2076862301179,0.0001250662492354773,31940.18445975294
56.76999953715473,0.0001246010895501856,32064.67121954835
61.73100323280252,0.0001296194225845554,30827.71526455696
67.1255379812757,0.0001351626775784275,29567.25502940364
72.9914890947597,0.000121917547909672,32783.12943101706
79.37005259840998,9.881978354072982e-05,40450.26541691976
86.30602454617744,0.0001122398070269482,35617.16161148381
93.8481156192985,8.868841008868274e-05,45077.67008888438
102.0492932168466,9.034507228795609e-05,44253.71203238095
110.9671534408136,9.237594070483294e-05,43282.78660673238
120.6643255881396,0.0001126096972116529,35508.03518863115
131.2089119903965,0.0001046644605586674,38205.55806705137
142.6749662900847,7.68879910749986e-05,52009.97881135333
155.1430135124261,0.0001036457868767768,38584.51325016862
168.7006155850729,0.0001039940953094021,38456.07838032758
183.4429862773233,0.0001002329788472989,39898.756390578
199.4736598775028,8.402653993332103e-05,47596.73259662202
216.9052183045737,0.0001269740849543173,31498.38330773599
235.8600817604035,8.355318766578437e-05,47867.66627297657
256.4713684753762,9.366747349025384e-05,42698.03186925399
278.8838295852531,9.847089150854376e-05,40616.94736262219
303.2548657048389,0.0001170958667722069,34156.43781493336
329.755632337755,8.518739607561002e-05,46951.53366923796
358.5722418855077,7.360971981442515e-05,54337.56463014454
389.9070706974494,0.000106190205105898,37665.71624027302
423.9801803409202,9.671724099867733e-05,41354.80069653133
461.0308630730229,6.085434284247783e-05,65727.13598085759
501.3193223677266,8.473506016342842e-05,47204.79379574164
545.128500300487,0.0001019949637781972,39216.20742820921
592.7660646239418,0.0001262104761911077,31692.01646406108
644.5665694897092,0.0001020537123780368,39195.12428499693
700.8938049908592,0.0001014248111820079,39437.1881978163
762.1433520256561,7.975421383195228e-05,50155.81724070377
828.7453604251475,8.815091805659841e-05,45373.58836623994
